0.670875	0.543215	0.473090	0.455173	0.438520	0.403850	12.692083
0.659786	0.570123	0.488134	0.465639	0.443024	0.410555	30.570702
0.495963	0.425400	0.379155	0.371317	0.363084	0.343824	67.090454
0.659452	0.555546	0.475464	0.451913	0.431780	0.401474	15.242824
0.597486	0.516446	0.443638	0.422936	0.406736	0.378221	40.049850
0.386908	0.318902	0.333934	0.325439	0.325998	0.314218	82.732895
0.271462	0.280426	0.290794	0.315358	0.332127	0.321050	63.690731
0.492782	0.422863	0.377483	0.377155	0.376367	0.356221	53.279682
0.567606	0.492732	0.419899	0.410510	0.400832	0.374909	43.039555
0.247057	0.289590	0.309355	0.326403	0.330729	0.316921	84.886101
0.220619	0.265084	0.280373	0.292011	0.310101	0.303233	83.033592
0.672868	0.574471	0.484763	0.456380	0.441267	0.406966	28.550255
0.684750	0.545208	0.462904	0.444039	0.433427	0.401549	17.780630
0.310714	0.324770	0.326686	0.341583	0.347201	0.330952	74.635689
0.505891	0.425575	0.392471	0.387782	0.386704	0.362091	45.829079
0.442132	0.386476	0.371817	0.372440	0.374358	0.353667	105.101662
0.617304	0.535618	0.459298	0.443395	0.431593	0.401142	23.508406
0.317317	0.340185	0.340870	0.356288	0.361024	0.344805	65.706985
0.535127	0.475087	0.446358	0.422204	0.408154	0.379895	43.117523
0.370590	0.388090	0.384452	0.367085	0.366288	0.345467	59.727974
0.637044	0.585961	0.504436	0.472460	0.450344	0.417231	20.198885
0.591442	0.521110	0.467666	0.449866	0.432558	0.403085	29.841331
0.580579	0.515941	0.471971	0.451069	0.430982	0.400335	29.318470
0.212857	0.237365	0.274297	0.270661	0.259417	0.252391	99.586510
0.644041	0.581228	0.499656	0.473354	0.454029	0.419575	52.327717
0.666913	0.569405	0.483129	0.462787	0.448301	0.416365	33.162148
0.693636	0.569446	0.473483	0.452742	0.439722	0.408266	10.492456
0.608508	0.473615	0.420921	0.412757	0.403438	0.375821	48.840839
0.443597	0.343151	0.333029	0.324918	0.316477	0.304733	75.200851
0.658979	0.485392	0.429585	0.396017	0.381802	0.356599	43.696255
0.407458	0.335023	0.329007	0.324991	0.320844	0.306773	79.847481
0.653573	0.512353	0.440861	0.411979	0.389216	0.365229	22.538784
0.549591	0.448321	0.401402	0.376962	0.364105	0.340275	49.973083
0.642398	0.494300	0.436922	0.406411	0.386322	0.362167	12.116677
0.242575	0.259229	0.298715	0.302461	0.304367	0.291026	72.057503
0.506201	0.401830	0.361829	0.355852	0.351208	0.330043	45.829014
0.242575	0.259229	0.298715	0.302461	0.304367	0.291026	67.837715
0.695047	0.529024	0.452829	0.417248	0.399957	0.372643	18.143108
0.200196	0.280104	0.319456	0.310805	0.307664	0.296410	93.036530
0.190342	0.263529	0.311512	0.311587	0.311772	0.301262	88.220932
0.693063	0.502503	0.437055	0.410111	0.391052	0.364765	32.713131
0.308676	0.344416	0.347152	0.340154	0.340731	0.325277	71.212181
0.522456	0.436376	0.398540	0.377705	0.367920	0.344523	34.502918
0.416927	0.374738	0.361362	0.349741	0.344340	0.329617	50.194324
0.303206	0.326194	0.342117	0.337404	0.335256	0.321419	76.090820
0.402183	0.377697	0.358517	0.349172	0.339198	0.321513	106.173355
0.633494	0.534289	0.478919	0.438824	0.411101	0.382946	28.180912
0.467669	0.381325	0.384487	0.364596	0.355574	0.336645	60.859089
0.593852	0.493640	0.441911	0.409457	0.389602	0.364545	37.069668
0.581116	0.495283	0.463175	0.427750	0.406326	0.379715	42.393658
0.686485	0.536445	0.465048	0.428963	0.404271	0.375733	17.750595
0.385562	0.322963	0.340924	0.318164	0.305155	0.292802	84.844055
0.194451	0.304924	0.324317	0.329417	0.324208	0.309649	102.670471
0.476692	0.442689	0.399282	0.382838	0.371705	0.347899	49.219868
0.635756	0.499778	0.449579	0.413740	0.392200	0.363779	11.099090
0.632767	0.503275	0.436943	0.408585	0.390796	0.365985	16.083410
0.661332	0.487839	0.396084	0.364106	0.359261	0.342550	46.684097
0.608401	0.417415	0.366763	0.349316	0.347775	0.335671	63.644936
0.635419	0.478933	0.387507	0.364692	0.355984	0.338669	52.785637
0.553796	0.391699	0.339297	0.350295	0.340085	0.321361	71.450729
0.789208	0.598488	0.484054	0.446207	0.425475	0.397067	5.003953
0.732662	0.550304	0.448830	0.416085	0.400202	0.377470	31.277514
0.606793	0.450109	0.404115	0.390244	0.383101	0.360075	41.479053
0.606793	0.450109	0.404115	0.390244	0.383101	0.360075	46.146809
0.606793	0.450109	0.404115	0.390244	0.383101	0.360075	42.043201
0.795563	0.583404	0.475187	0.443799	0.429107	0.398594	13.703159
0.228325	0.242064	0.266156	0.285756	0.293904	0.289237	88.142349
0.790574	0.558265	0.451196	0.427096	0.419632	0.392272	28.821989
0.242073	0.241288	0.263107	0.272758	0.283210	0.275904	89.642235
0.436493	0.385704	0.371449	0.370662	0.371205	0.351242	105.364166
0.635502	0.493203	0.445903	0.425867	0.416016	0.389386	37.341496
0.262656	0.288307	0.296027	0.314286	0.327371	0.314716	78.470856
