0.689932	0.555444	0.468847	0.417216	0.389145	0.361294	0.061989
0.655773	0.537398	0.464902	0.416003	0.383619	0.358254	0.206245
0.585664	0.481737	0.427439	0.393936	0.368062	0.348896	0.262122
0.494714	0.429472	0.407364	0.378633	0.355414	0.338336	0.374632
0.455240	0.413046	0.397057	0.371506	0.349685	0.327412	0.467480
0.684613	0.512828	0.441880	0.387846	0.361719	0.351692	0.012873
0.728459	0.522694	0.447674	0.387319	0.360664	0.338821	0.069148
0.659140	0.496175	0.418909	0.361201	0.334655	0.312583	0.196827
0.342341	0.314240	0.307210	0.283131	0.264661	0.262774	0.501063
0.215127	0.262675	0.277931	0.265357	0.249947	0.238100	0.687127
0.699322	0.533605	0.456028	0.400000	0.367832	0.347021	0.011967
0.704392	0.500699	0.434129	0.379529	0.351016	0.329250	0.135311
0.647052	0.468722	0.401950	0.352231	0.325175	0.314694	0.364361
0.503782	0.359991	0.338882	0.307741	0.288060	0.270135	0.575843
0.333273	0.288436	0.278501	0.259148	0.249686	0.244411	0.826916
0.706251	0.537476	0.456273	0.400806	0.374150	0.353228	0.052376
0.679620	0.537503	0.464185	0.413533	0.383645	0.361847	0.253058
0.598575	0.480145	0.414450	0.372627	0.353830	0.335589	0.375741
0.514644	0.438487	0.412888	0.377269	0.354133	0.333148	0.489880
0.381002	0.369216	0.361128	0.340757	0.326612	0.311194	0.565219
0.694253	0.525349	0.447454	0.394851	0.364668	0.346809	0.042668
0.675019	0.490045	0.405185	0.353241	0.330706	0.314897	0.142435
0.617144	0.473416	0.407238	0.356629	0.327641	0.315350	0.341114
0.503033	0.406652	0.368008	0.326166	0.306423	0.293446	0.471038
0.269007	0.287378	0.287088	0.287022	0.276521	0.264647	0.749795
0.692322	0.532073	0.444357	0.385159	0.358508	0.341406	0.056181
0.676901	0.518693	0.441563	0.382654	0.355306	0.338389	0.200969
0.621889	0.514606	0.435825	0.380751	0.341681	0.324082	0.310325
0.604925	0.474228	0.408993	0.358609	0.331766	0.319542	0.370599
0.707917	0.518005	0.443525	0.401689	0.372188	0.347908	0.031592
0.686895	0.506000	0.442877	0.400608	0.374613	0.351056	0.125135
0.637230	0.475432	0.435042	0.396898	0.372182	0.348870	0.244957
0.549132	0.431280	0.406077	0.375069	0.351663	0.330635	0.372947
0.356006	0.327256	0.349658	0.333334	0.316552	0.301752	0.501263
