0.610414	0.539989	0.512619	0.511949	0.511204	0.506864	5.514290
0.578846	0.507770	0.496288	0.500215	0.505159	0.501210	5.567570
0.546198	0.495569	0.493610	0.499180	0.502658	0.496797	4.944440
0.516497	0.486514	0.483677	0.493702	0.498553	0.494193	4.378380
0.488208	0.478255	0.478912	0.491539	0.497466	0.494673	3.864860
0.620814	0.529334	0.502094	0.502682	0.505134	0.501476	6.028570
0.577085	0.509464	0.489754	0.494738	0.500543	0.498492	6.108110
0.551185	0.493476	0.483999	0.489251	0.495215	0.490496	5.388890
0.516735	0.487052	0.483847	0.490182	0.495271	0.492874	4.714290
0.476671	0.477040	0.477081	0.485688	0.491322	0.490241	4.361110
0.591465	0.517057	0.503478	0.504854	0.508721	0.502781	4.771430
0.559947	0.498474	0.495132	0.501273	0.504674	0.499856	4.270270
0.503851	0.478106	0.482341	0.493132	0.498936	0.495603	3.702700
0.473766	0.469153	0.475765	0.486540	0.492645	0.490162	3.194440
0.434795	0.459347	0.461982	0.475083	0.483549	0.482671	2.714290
0.634004	0.542424	0.512672	0.511004	0.511798	0.505043	5.971430
0.604417	0.531765	0.502480	0.505815	0.508670	0.504291	5.756760
0.588504	0.520631	0.496787	0.499356	0.502081	0.498261	5.270270
0.577301	0.516293	0.494953	0.499351	0.503043	0.496874	5.243240
0.560246	0.522653	0.498801	0.500685	0.504076	0.500014	4.714290
0.599721	0.518966	0.498777	0.500383	0.504158	0.499500	5.918920
0.575616	0.508152	0.493927	0.496986	0.501636	0.497179	5.702700
0.546567	0.500014	0.490476	0.497760	0.502420	0.498298	5.083330
0.504307	0.481401	0.479007	0.489589	0.495395	0.491753	4.138890
0.447493	0.459737	0.457662	0.474183	0.483286	0.483579	3.138890
0.683050	0.570371	0.532518	0.528311	0.525590	0.517996	4.000000
0.644041	0.549315	0.519450	0.518262	0.517850	0.512480	3.891890
0.621390	0.542382	0.521419	0.520765	0.520097	0.513230	3.729730
0.603128	0.536615	0.514614	0.515586	0.515824	0.510923	3.485710
0.573942	0.528141	0.513197	0.515439	0.517182	0.510412	2.944440
0.641432	0.540587	0.508942	0.509460	0.511065	0.505645	5.083330
0.622345	0.535398	0.509670	0.508651	0.510979	0.506388	4.750000
0.603560	0.532357	0.503933	0.504742	0.506192	0.500195	4.000000
0.600248	0.527837	0.502173	0.504335	0.506650	0.503379	3.222220
