0.754867	0.645875	0.564646	0.539038	0.525048	0.522776	77.383621
0.668437	0.579930	0.514897	0.497833	0.493555	0.497965	68.728569
0.732341	0.642971	0.589071	0.561796	0.551784	0.545157	78.628571
0.537706	0.525865	0.512090	0.505997	0.502011	0.504451	77.243752
0.561503	0.553481	0.541152	0.527808	0.518174	0.517660	75.112503
0.607885	0.560423	0.524598	0.524409	0.515976	0.518378	65.149536
0.613414	0.605858	0.584241	0.580825	0.554540	0.550706	68.306252
0.401261	0.459638	0.485484	0.503247	0.501654	0.500451	64.762711
0.674770	0.598795	0.546379	0.530497	0.519662	0.520361	66.224358
0.765306	0.631048	0.570112	0.545439	0.529416	0.527251	81.506248
0.388397	0.465687	0.475808	0.485867	0.485775	0.490289	56.829742
0.639278	0.610279	0.570703	0.551652	0.526449	0.527650	71.015488
0.617436	0.585783	0.536235	0.521054	0.507860	0.511265	60.924999
0.638347	0.589032	0.554997	0.529290	0.522642	0.520092	72.827980
0.655998	0.590882	0.559309	0.543758	0.527504	0.525941	77.137711
0.622345	0.585254	0.538685	0.530570	0.520699	0.521065	70.125000
0.451292	0.481927	0.473604	0.470642	0.469626	0.477908	50.568180
0.625265	0.559249	0.511976	0.504786	0.500027	0.503515	70.500000
0.559370	0.558005	0.557289	0.544136	0.536343	0.528864	76.074997
0.497384	0.519025	0.501552	0.493101	0.490317	0.495698	66.421051
0.693882	0.582280	0.522185	0.509222	0.501184	0.505126	71.204330
0.604680	0.577277	0.560625	0.542534	0.531757	0.529578	71.800003
0.546453	0.541781	0.512774	0.513217	0.502970	0.506321	58.092922
0.245265	0.359526	0.402560	0.420931	0.431356	0.438720	30.941811
0.403045	0.401892	0.443318	0.449675	0.468620	0.475803	15.229358
0.704388	0.627136	0.585759	0.549484	0.529644	0.527632	68.665138
0.415626	0.482521	0.493574	0.494183	0.492340	0.499523	59.641891
0.737188	0.638759	0.563875	0.544851	0.528567	0.525018	78.439079
0.407866	0.443180	0.451137	0.463648	0.469306	0.477981	57.654869
0.714039	0.584546	0.520091	0.510272	0.503989	0.506594	71.878258
0.739495	0.629869	0.546296	0.534584	0.522599	0.522683	73.722221
0.696637	0.632123	0.582954	0.564439	0.547062	0.540991	71.909088
0.556821	0.554074	0.536726	0.545677	0.534664	0.533506	74.778572
0.617976	0.587714	0.569987	0.544163	0.529259	0.527737	73.815216
0.332258	0.378002	0.414549	0.437619	0.446855	0.459186	31.225664
0.401518	0.445007	0.447148	0.450114	0.451751	0.451183	59.062500
